Address Line 1,City,CO2 Emission,County,Facility ID,Gas Code,Gas Name,Latitude,Longitude,State Name,Year,Zip Code,Facility Name,geometry,is_major_city,distance_to_nearest_major_city
Building 4223 Access Rd.  PSC Box 8006,CHERRY POINT,70847.0,CRAVEN,1004219,CO2,CARBON DIOXIDE,34.9,-76.8917,NORTH CAROLINA,2011,28533,U S MARINE CORPS CHERRY POINT AIR STATION,POINT (1720232.6484301786 1489141.1949119165),no,189146.9400158877
4380 South Kiger,INDEPENDENCE,0.5,JACKSON,1003925,CH4,METHANE,39.05804,-94.39276,MISSOURI,2011,64055,INDEPENDENCE POWER AND LIGHT - SUB STATION I,POINT (137787.62001996042 1782580.5272321776),no,15667.817606874141
4600 Silicon Dr.,DURHAM,1245.28,DURHAM,1005759,NF3,NITROGEN TRIFLOURIDE,35.899298,-78.840802,NORTH CAROLINA,2011,27703,CREE  INC,POINT (1526699.5767160216 1565667.2288641217),no,19230.565905583848
10596 Idaho Ave. ,HANFORD,350.0,KINGS,1003664,CH4,METHANE,36.26938,-119.64875,CALIFORNIA,2011,93230,HANFORD L.P.,POINT (-2083594.5143631767 1729500.921735966),no,226204.49799929868
6601 LAKEVIEW ROAD,CHARLOTTE,14.304,MECKLENBURG,1003507,N2O,NITROUS OXIDE,35.33902,-80.82926,NORTH CAROLINA,2011,28269,GERDAU AMERISTEEL US  INC - CHARLOTTE MILL,POINT (1361356.8900810117 1473630.7776853116),yes,0.0
151 Sixth Street NW,ATLANTA,29.8,FULTON,1004388,N2O,NITROUS OXIDE,33.77816,-84.39244,GEORGIA,2011,30332,GEORGIA INSTITUTE OF TECHNOLOGY,POINT (1064717.7159473798 1255291.9985143517),yes,0.0
1206 1ST AVE,FAIRBANKS,1687.574,FAIRBANKS,1004719,N2O,NITROUS OXIDE,64.847528,-147.734742,ALASKA,2011,99701,CHENA POWER PLANT,POINT (-2799205.539085249 5305263.849650304),no,2440979.682938101
400 Waller Road,QUITMAN,25.0,CLEBURNE,1003894,CH4,METHANE,35.50126,-92.2282,ARKANSAS,2011,72131,WEST CUTTHROAT CPF-2,POINT (339097.15407767607 1389628.1924220528),no,208602.08307333002
27716 462ND AVENUE,CHANCELLOR,172726.5,TURNER,1004526,BIOCO2,BIOGENIC CO2,43.371009,-96.961024,SOUTH DAKOTA,2011,57015,POET BIOREFINING-CHANCELLOR,POINT (-77509.04245421404 2264527.73359706),no,343768.59898084437
2000 W. TURNER RD.,LODI,22256.2,SAN,1004579,CO2,CARBON DIOXIDE,38.1425,-121.2994,CALIFORNIA,2011,95242,GENERAL MILLS - LODI PLANT,POINT (-2170472.0681164837 1969422.810552477),no,49856.260061120185
26 CANAL BANK RD,WINDSOR LOCKS,95.5,HARTFORD,1006409,CH4,METHANE,41.9227,-72.6255,CONNECTICUT,2011,6096,ALGONQUIN POWER WINDSOR LOCKS  LLC,POINT (1905707.8544808333 2337819.048188079),no,100082.3698450903
1996 POTASH MINE RD,CARLSBAD,9302.7,EDDY,1006411,CO2,CARBON DIOXIDE,32.497165,-103.95367,NEW MEXICO,2011,88220,INTREPID POTASH WEST FLOTATION PLANT,POINT (-742477.0933666035 1078287.09316376),no,617289.6654395723
10000 Energy Dr,SPRING,72205.9,HARRIS,1010150,CO2,CARBON DIOXIDE,29.93876,-95.3509,TEXAS,2011,77389,EAST TEXAS BASIN,POINT (62607.97821710515 762793.11407963),no,17331.15870433889
692 US HIGHWAY 212,BELLE FOURCHE,256.5,BUTTE,1008041,CH4,METHANE,44.6835,-103.85716,SOUTH DAKOTA,2011,57717,AMERICAN COLLOID,POINT (-620902.755360559 2436170.49337142),no,556477.2956850089
464 Graham Road,JUDSONIA,17.284,WHITE,1008781,N2O,NITROUS OXIDE,35.38831,-91.65761,ARKANSAS,2011,72081,TIGER CPF-2,POINT (390939.1933718629 1379188.4849427943),no,155770.7943141299
23425 Amoco Road,CHANNAHON,46.5,WILL,1009505,CH4,METHANE,41.4417,-88.1728,ILLINOIS,2011,60410,FLINT HILLS RESOURCES JOLIET  LLC,POINT (648326.1574761859 2075154.3482810005),no,59818.11328941236
5134 UTE HIGHWAY,LYONS,817.414,BOULDER,1007877,N2O,NITROUS OXIDE,40.202236,-105.236697,COLORADO,2011,80540,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,POINT (-778204.7008569555 1947484.638788173),no,58020.041098596645
1 CARGILL DR.,EDDYVILLE,732021.9,MAHASKA,1007881,CO2,CARBON DIOXIDE,41.16226,-92.6361,IOWA,2011,52553,CARGILL INC - EDDYVILLE,POINT (279995.5595824957 2022114.6011663042),no,279976.0005408781
12745 N THORNTON RD,LODI,0.596,SAN,1007749,N2O,NITROUS OXIDE,38.088,-121.3871,CALIFORNIA,2011,95242,NPCA COMBUSTION TURBINE PROJECT #2,POINT (-2179428.9704144318 1965537.2632432473),no,54227.720808842656
ROUTE 20,HAYWOOD,52217.348,HARRISON,1007793,N2O,NITROUS OXIDE,39.3844,-80.3325,WEST VIRGINIA,2011,26366,HARRISON POWER STATION,POINT (1331148.8517059486 1927971.001485324),no,122036.15670783282
5005 E McDowell Road  Mail Drop D10C,PHOENIX,79.8,MARICOPA,1010158,SF6,SULFUR HEXAFLUORIDE,33.461669,-111.9708,ARIZONA,2011,85008,ON SEMICONDUCTOR,POINT (-1467600.382873447 1278444.6927873853),yes,0.0
14320 SW JENKINS ROAD,BEAVERTON,1136.92,WASHINGTON,1009982,NF3,NITROGEN TRIFLOURIDE,45.50274,-122.82233,OREGON,2011,97005,MAXIM INTEGRATED PRODUCTS,POINT (-2068574.1284813243 2795502.9654601705),no,13995.968422898246
300 West Renner Road,RICHARDSON,0.59,COLLIN,1008059,HFE,HFES,32.99758,-96.72214,TEXAS,2011,75080,TEXAS INSTRUMENTS RICHARDSON,POINT (-67065.86264200945 1103278.7199726796),no,23146.01504142486
300 West Renner Road,RICHARDSON,3418.0,COLLIN,1008059,CO2,CARBON DIOXIDE,32.99758,-96.72214,TEXAS,2011,75080,TEXAS INSTRUMENTS RICHARDSON,POINT (-67065.86264200945 1103278.7199726796),no,23146.01504142486
4380 Ziegler Road,FORT COLLINS,536.64,LARIMER,1008734,NF3,NITROGEN TRIFLOURIDE,40.5236,-105.02021,COLORADO,2011,80525,AVAGO TECHNOLOGIES,POINT (-756608.9144241167 1981571.1452608474),no,86194.9963431057
40212 510TH AVENUE,BINGHAM LAKE,58464.6,COTTONWOOD,1007830,CO2,CARBON DIOXIDE,43.897083,-95.045278,MINNESOTA,2011,56118,ETHANOL 2000 LLP DBA POET BIOREFINING-BINGHAM LAKE,POINT (76411.0281609692 2323225.356636662),no,184497.8722843434
9995 OHIO RIVER BLVD,NEWELL,331.376,HANCOCK,1007882,N2O,NITROUS OXIDE,40.6111,-80.630833,WEST VIRGINIA,2011,26050,ERGON WEST VIRGINIA INC,POINT (1283893.9139082353 2059482.954342569),no,58238.360472956374
412 North Main Street,CALVERT CITY,2695.0,MARSHALL,1007116,CO2,CARBON DIOXIDE,37.045833,-88.345833,KENTUCKY,2011,42029,AIR PRODUCTS AND CHEMICALS  INC.,POINT (673653.1885968641 1583035.136240704),no,169546.01806472306
3359 N. Downer Ave.,MILWAUKEE,12.0,MILWAUKEE,1007759,CH4,METHANE,43.078689,-87.877823,WISCONSIN,2011,53211,UW MILWAUKEE,POINT (657074.8196807341 2259588.391194949),yes,0.0
41915 Business Park Dr,TEMECULA,2886.0,RIVERSIDE,1009951,HFC,HFCS,33.49944,-117.16294,CALIFORNIA,2011,92590,INFINEON TECHNOLOGIES AMERICAS CORP,POINT (-1936863.5762049654 1375608.8800002337),no,53452.88840172764
2840 New Germany Road,EBENSBURG,640994.7,CAMBRIA,1008013,CO2,CARBON DIOXIDE,40.455,-78.7472,PENNSYLVANIA,2011,15931,EBENSBURG POWER COMPANY,POINT (1442767.231711645 2069277.0438478228),no,103374.96754833189
1551 SE Crystal Lake Dr.,CORVALLIS,40281.4,BENTON,1007089,CO2,CARBON DIOXIDE,44.55137,-123.25701,OREGON,2011,97333,HOLLINGSWORTH & VOSE FIBER COMPANY,POINT (-2131127.7872488243 2703505.3171421443),no,119626.63280948
1551 SE Crystal Lake Dr.,CORVALLIS,18.5,BENTON,1007089,CH4,METHANE,44.55137,-123.25701,OREGON,2011,97333,HOLLINGSWORTH & VOSE FIBER COMPANY,POINT (-2131127.7872488243 2703505.3171421443),no,119626.63280948
1 Eddy Street,FORT EDWARD,14.5,WASHINGTON,1008767,CH4,METHANE,43.270278,-73.589444,NEW YORK,2011,12828,IRVING TISSUE  INC. FORT EDWARD FACILITY,POINT (1793421.1048676914 2465334.9713971093),no,229745.87971277084
228 CAYUGA DR,LANSING,3304.75,TOMPKINS,1006950,CH4,METHANE,42.6028,-76.6336,NEW YORK,2011,14882,CAYUGA OPERATING COMPANY  LLC,POINT (1568555.304629529 2338697.6728910105),no,300019.2653745144
5100 Heber Springs Road West,QUITMAN,20.86,CLEBURNE,1009509,N2O,NITROUS OXIDE,35.39496,-92.18995,ARKANSAS,2011,72131,NEW QUITMAN CPF-3,POINT (343011.0238040413 1377876.4588606006),no,203156.0162617006
2391 Pensacola Road,ACKERMAN,13951.168,CHOCTAW,1006935,N2O,NITROUS OXIDE,33.3761,-89.2183,MISSISSIPPI,2011,39735,RED HILLS GENERATION FACILITY,POINT (626282.0387845665 1167634.973504424),no,205396.78850638517
530 Clay Road,PANGBURN,27849.5,WHITE,1008775,CO2,CARBON DIOXIDE,35.443311,-91.773357,ARKANSAS,2011,72121,MIDGE CPF-2,POINT (380251.9100670362 1384868.8357330197),no,167226.4530594558
2800 E Old Shakopee Rd,BLOOMINGTON,3445.44,HENNEPIN,1009807,HFC,HFCS,44.85312,-93.2301,MINNESOTA,2011,55425,POLAR SEMICONDUCTOR LLC,POINT (218556.25359532755 2432558.7002806347),no,12640.019822721302
570 K AVENUE,GASTON,36.25,LEXINGTON,1009221,CH4,METHANE,33.866387,-81.012712,SOUTH CAROLINA,2011,29053,DAK AMERICAS LLC COLUMBIA SITE,POINT (1370897.7779198587 1308369.2832215468),no,150980.0052535319
701 4TH AVE.,MENOMINEE,21.456,MENOMINEE,1007603,N2O,NITROUS OXIDE,45.108,-87.607,MICHIGAN,2011,49858,FIBREK,POINT (658972.8242234782 2486855.2143851398),no,229672.42494730244
1729 BAILLIES BLUFF ROAD,HOLIDAY,1020.948,PASCO,1007246,N2O,NITROUS OXIDE,28.1844,-82.7887,FLORIDA,2011,34691,ANCLOTE POWER PLANT,POINT (1297103.089464806 658634.7746052681),no,39882.343604858994
6800 COUNTY ROAD NORTH,WATERFLOW,11732434.1,SAN,1006727,CO2,CARBON DIOXIDE,36.8006,-108.4386,NEW MEXICO,2011,87421,SAN JUAN,POINT (-1096381.5575337433 1600268.2263913574),no,453220.46423104935
98 N. TWOMBLY LANE,HOBBS,592.25,LEA,1007328,CH4,METHANE,32.7282,-103.3095,NEW MEXICO,2011,88242,HOBBS GENERATING STATION,POINT (-680487.515690997 1099149.7553026844),no,582117.8104116156
2609 N. 145TH E. AVE.,TULSA,6479.0,TULSA,1007216,BIOCO2,BIOGENIC CO2,36.1941,-95.8117,OKLAHOMA,2011,74116,EAGLE MATERIALS  INC.,POINT (16779.50822169183 1460491.5653473018),no,346207.446128702
4343 HWY 108,FOREMAN,598398.8,LITTLE,1007606,CO2,CARBON DIOXIDE,33.6953,-94.423,ARKANSAS,2011,71836,ASH GROVE CEMENT-FOREMAN,POINT (145159.5141911443 1182134.9047311768),no,239195.14135072942
4040 West Tank Farm ROAD,LAKE CHARLES,1308.22,CALCASIEU,1007283,N2O,NITROUS OXIDE,30.11837,-93.29295,LOUISIANA,2011,70605,LAKE CHARLES CARBON CO,POINT (260503.4984737065 786222.6713030052),no,205424.89418012416
8127 Oak Grove Road,FRANKLIN,3058.0,ROBERTSON,1007505,CH4,METHANE,31.185,-96.4853,TEXAS,2011,77856,OAK GROVE,POINT (-46101.96851459566 901161.3681325014),no,155907.51662432597
4633 HIGHWAY 361,GREGORY,130.226,SAN,1006900,N2O,NITROUS OXIDE,27.88675,-97.27475,TEXAS,2011,78359,SHERWIN ALUMINA PLANT,POINT (-125997.84604945879 536302.8728701093),no,213000.5951797313
2001 BEAVER CHANNEL PARKWAY,CLINTON,997566.9,CLINTON,1007301,CO2,CARBON DIOXIDE,41.8081,-90.2345,IOWA,2011,52733,MILTON L KAPP,POINT (475316.81145271903 2103866.3543953416),no,210157.11057429385
100 SW ROUTE 131,HOLDEN,13.0,JOHNSON,1007746,CH4,METHANE,38.7538,-93.9983,MISSOURI,2011,64040,HOLDEN POWER PLANT,POINT (172318.1140639528 1749129.849344903),no,63228.481722070275
2401 S REED RD,KOKOMO,20.25,HOWARD,1007544,CH4,METHANE,40.45982,-86.1094,INDIANA,2011,46902,FCA KOKOMO TRANSMISSION PLANT,POINT (830106.6999570165 1981728.3091219112),no,76553.18950670646
STATE ROUTE 82,CLEVELAND,6578.052,RUSSELL,1007359,N2O,NITROUS OXIDE,36.9333,-82.1997,VIRGINIA,2011,24225,CLINCH RIVER,POINT (1213452.2466821736 1631543.844859985),yes,0.0
5929 E. STATE HWY. 18,BLYTHEVILLE,585969.0,MISSISSIPPI,1007642,CO2,CARBON DIOXIDE,35.901866,-89.775643,ARKANSAS,2011,72316,NUCOR-YAMATO STEEL CO,POINT (556401.4181837051 1445976.3614904173),no,90425.28663788254
305 PRESCOTT ROAD,LEBANON,900.5,LEBANON,1007058,CH4,METHANE,40.3509,-76.3658,PENNSYLVANIA,2011,17042,IRONWOOD  LLC,POINT (1641638.0222120879 2096481.0804287293),no,110866.51450234029
90 W MORGAN ST,AUSTIN,138.57,SCOTT,1006765,N2O,NITROUS OXIDE,38.753194,-85.817972,INDIANA,2011,47102,MORGAN FOODS INCORPORATED,POINT (874924.8007273098 1794162.4728570534),yes,0.0
83550 COUNTY ROAD 21,RENVILLE,1952.5,RENVILLE,1007098,BIOCO2,BIOGENIC CO2,44.797479,-95.17197,MINNESOTA,2011,56284,SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE,POINT (65397.29210028703 2423464.166203268),no,151336.79930808314
4912 E. Franklin Road,NAMPA,7.45,CANYON,1011640,N2O,NITROUS OXIDE,43.606826,-116.491937,IDAHO,2011,83687,SORRENTO LACTALIS,POINT (-1634345.3324272516 2467350.2222876456),no,489914.2362326712
2100 E. Lincoln Road,KOKOMO,463.2492,HOWARD,1010579,HFC,HFCS,40.45534,-86.10347,INDIANA,2011,46902,GENERAL MOTORS COMPONENTS HOLDINGS LLC,POINT (830654.7642372949 1981281.0007401856),no,76073.66587400828
518 S. Harbor Dr.,GRAND HAVEN,2.682,OTTAWA,1011672,N2O,NITROUS OXIDE,43.0612,-86.23667,MICHIGAN,2011,49417,GRAND HAVEN BLP DIESEL PLANT,POINT (789614.5735492177 2270135.4043690646),no,140223.76693898992
#1 Estate Annaberg and Shannon Grove,KINGSHILL,68.838,ST.,1010700,N2O,NITROUS OXIDE,17.714908,-64.776133,VIRGIN ISLANDS,2011,850,DIAGEO USVI,POINT (3387211.197484674 -6742.913648430649),no,159053.51459987904
400 Mahannah Ave,MEMPHIS,51808.0,SHELBY,1011252,CO2,CARBON DIOXIDE,35.18367,-90.04412,TENNESSEE,2011,38107,KTG (USA) INC.,POINT (537469.3758039301 1364200.220087378),yes,0.0
301 King Loop Road,JUDSONIA,25434.2,WHITE,1008774,CO2,CARBON DIOXIDE,35.476692,-91.69148,ARKANSAS,2011,72081,HAMMERHEAD CPF-1,POINT (387443.6706028807 1388932.250643348),no,160920.6589619201
40 West Highland Park Drive NE,HUTCHINSON,6388.1,MCLEOD,1010902,CO2,CARBON DIOXIDE,44.898813,-94.354689,MINNESOTA,2011,55350,HUTCHINSON TECHNOLOGY INC.,POINT (129745.50266981864 2435582.647049153),no,85974.20868273803
38111 VAN DYKE,STERLING HTS,32.0,MACOMB,1007918,CH4,METHANE,42.569552,-83.033734,MICHIGAN,2011,48312,FCA STERLING HEIGHTS ASSEMBLY PLANT,POINT (1054716.849168611 2246665.594103193),no,21553.894045457557
5493 Kelley's Creek Road,MAMMOTH,32650.0,KANAWHA,1010315,CH4,METHANE,38.239745,-81.397591,WEST VIRGINIA,2011,25132,MAMMOTH #2 GAS SLOPE MINE,POINT (1261031.7874399778 1786769.953746061),no,238357.57528285906
19409 National Trails Highway,ORO GRANDE,1447.386,SAN,1007927,N2O,NITROUS OXIDE,34.6045,-117.3382,CALIFORNIA,2011,92368,CALPORTLAND COMPANY ORO GRANDE PLANT,POINT (-1925135.4109505252 1499601.1352354828),no,74680.18784994248
19409 National Trails Highway,ORO GRANDE,783048.7,SAN,1007927,CO2,CARBON DIOXIDE,34.6045,-117.3382,CALIFORNIA,2011,92368,CALPORTLAND COMPANY ORO GRANDE PLANT,POINT (-1925135.4109505252 1499601.1352354828),no,74680.18784994248
2125 HAINING RD,VICKSBURG,163053.7,WARREN,1008014,CO2,CARBON DIOXIDE,32.388694,-90.90875,MISSISSIPPI,2011,39183,ERGON REFINING INC,POINT (476244.8404949988 1047863.8910562134),no,315981.2813570449
275 S. Hillview Drive,MILPITAS,1876.0,SANTA,1010317,OTHER_FULL,OTHER FULLY FLUORINATED GHGS,37.42778,-121.89263,CALIFORNIA,2011,95035,ANALOG DEVICES INC.,POINT (-2241671.511110141 1905977.4676596657),no,14715.651842965764
275 S. Hillview Drive,MILPITAS,1602.644,SANTA,1010317,N2O,NITROUS OXIDE,37.42778,-121.89263,CALIFORNIA,2011,95035,ANALOG DEVICES INC.,POINT (-2241671.511110141 1905977.4676596657),no,14715.651842965764
7628 Thorndike Road,GREENSBORO,124.891,GUILFORD,1010033,PFC,PFCS,36.07565,-79.96503,NORTH CAROLINA,2011,27409,QORVO US  INC,POINT (1424342.5434798838 1567659.9935662122),no,121286.93683581965
7628 Thorndike Road,GREENSBORO,109.068,GUILFORD,1010033,N2O,NITROUS OXIDE,36.07565,-79.96503,NORTH CAROLINA,2011,27409,QORVO US  INC,POINT (1424342.5434798838 1567659.9935662122),no,121286.93683581965
6264 INDUSTRIAL PARKWAY,CALVERT CITY,30.694,MARSHALL,1001377,N2O,NITROUS OXIDE,37.0286,-88.3958,KENTUCKY,2011,42029,MARSHALL,POINT (669419.2927562213 1580757.299119202),no,172108.09150496617
260 HUDSON RIVER ROAD,WATERFORD,1441.0,SARATOGA,1000093,CH4,METHANE,42.8158,-73.6728,NEW YORK,2011,12188,MOMENTIVE PERFORMANCE MATERIALS,POINT (1798691.612141304 2414392.9607547396),no,215391.60352786453
7707 BLUFF ROAD,LINCOLN,20.0,LANCASTER,1007144,CH4,METHANE,40.9108,-96.6147,NEBRASKA,2011,68517,TERRY BUNDY GENERATING STATION,POINT (-51357.24884525655 1989168.5946707122),no,265466.44078822015
555 TOWNSEND RD,COCOA,118.306,BREVARD,1006808,N2O,NITROUS OXIDE,28.3661,-80.7947,FLORIDA,2011,32926,OLEANDER POWER PROJECT,POINT (1488115.1413712048 707711.8780371266),no,54666.010485453626
1999 Broadway  Suite 3700,DENVER,17816.25,DENVER,1008166,CH4,METHANE,39.7483,-104.9874,COLORADO,2011,80202,BERRY PETROLEUM COMPANY - PERMIAN BASIN 430,POINT (-762067.5571259051 1894835.519852051),yes,0.0
7501 HIGHWAY 185 NORTH,SEADRIFT,757484.0,CALHOUN,1002967,CO2,CARBON DIOXIDE,28.510636,-96.771527,TEXAS,2011,77983,UCC SEADRIFT OPERATIONS,POINT (-75700.52346019079 604694.3765971721),no,195155.82272427084
7501 GULFWAY DR,PORT ARTHUR,1692485.2,JEFFERSON,1006543,CO2,CARBON DIOXIDE,29.951649,-93.887272,TEXAS,2011,77642,BASF TOTAL PETROCHEMICALS LLC,POINT (203733.0545180703 766274.1710884246),no,146081.3295966902
1000 WEST MOUNT PLEASANT ROAD,ZACHARY,1392876.0,EAST,1006975,BIOCO2,BIOGENIC CO2,30.650644,-91.281167,LOUISIANA,2011,70791,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,POINT (451040.9931903108 852829.6000418625),no,406295.12980589777
1000 WEST MOUNT PLEASANT ROAD,ZACHARY,11908.25,EAST,1006975,CH4,METHANE,30.650644,-91.281167,LOUISIANA,2011,70791,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,POINT (451040.9931903108 852829.6000418625),no,406295.12980589777
16980 Wood Road,LANSING,47387.9,CLINTON,1006737,BIOCO2,BIOGENIC CO2,42.773144,-84.529325,MICHIGAN,2011,48906,GRANGER WOOD STREET LANDFILL,POINT (930951.1576928718 2253607.844044326),no,124299.92361175972
1.5 M N OF DENVER CITY ON SH 214,DENVER CITY,94.168,YOAKUM,1005858,N2O,NITROUS OXIDE,32.998333,-102.813611,TEXAS,2011,79323,DENVER UNIT CO 2 RECOVERY PLANT,POINT (-632244.9204394799 1125782.7424040604),no,562678.9557484863
1001 ARIZONA,BLOOMFIELD,252726.4,SAN,1002264,CO2,CARBON DIOXIDE,36.732833,-107.976889,NEW MEXICO,2011,87413,SAN JUAN GAS PLANT,POINT (-1056858.9480321805 1587507.7049850866),no,432994.90307568014
46 STAFFORD ST,LAWRENCE,13.0,ESSEX,1007405,CH4,METHANE,42.71702,-71.1799,MASSACHUSETTS,2011,1841,POLARTEC LLC,POINT (1998021.1803831006 2453491.593565842),no,45183.15333130129
10324 HIGHWAY 75 RIVER ROAD,GEISMAR,12.218,ASCENSION,1007410,N2O,NITROUS OXIDE,30.21232,-91.03843,LOUISIANA,2011,70734,TEBONE FRACTIONATOR,POINT (476762.752892711 805390.1979575353),no,421898.64405096375
821 E Southeast Loop 323 Ste 400,TYLER,126052.5,,1007486,CH4,METHANE,29.78754,-95.61767,TEXAS,2011,75701,TANOS EXPLORATION II  LLC ARKLA BASIN  AAPG 230,POINT (36944.75198661404 745877.6914515066),no,22145.738523102176
11376 SHERMAN RD,FREDERIC,40775.45,CRAWFORD,1007720,CH4,METHANE,44.850833,-84.682741,MICHIGAN,2011,49733,WATERS LANDFILL,POINT (891024.4831302519 2482236.4980476853),no,303200.81133756536
600 East Exchange Road,FORT WORTH,87561.7,,1009387,CO2,CARBON DIOXIDE,32.7784997,-97.3570576,TEXAS,2011,76164,XTO ENERGY INC 415 STRAWN,POINT (-126377.29050375815 1079480.6558466642),no,54999.665858594795
1300 N. Alma School Rd.,CHANDLER,6445.56,MARICOPA,1010083,SF6,SULFUR HEXAFLUORIDE,33.32412,-111.85919,ARIZONA,2011,85224,NXP SEMICONDUCTORS CHANDLER SITE,POINT (-1459991.3067526834 1261580.7923245504),no,34909.31905501772
1300 N. Alma School Rd.,CHANDLER,599.874,MARICOPA,1010083,N2O,NITROUS OXIDE,33.32412,-111.85919,ARIZONA,2011,85224,NXP SEMICONDUCTORS CHANDLER SITE,POINT (-1459991.3067526834 1261580.7923245504),no,34909.31905501772
91-480 MALAKOLE STREET,KAPOLEI,551500.9,HONOLULU,1004891,CO2,CARBON DIOXIDE,21.309854,-158.111997,HAWAII,2011,96707,IES DOWNSTREAM  LLC - KAPOLEI REFINERY,POINT (-6148450.93833283 1900897.8430239733),no,3870662.7015822614
1140 WEST 200 SOUTH,SALT LAKE CITY,78772.5,SALT,1004977,CH4,METHANE,40.76497,-111.92439,UTAH,2011,84101,DOMINION ENERGY QUESTAR GAS COMPANY (DIST) (UTAH),POINT (-1326974.0556353633 2084110.4007329212),yes,0.0
1507 Mount Vernon Ave.,POMONA,29.5,LOS,1000033,CH4,METHANE,34.05845,-117.775114,CALIFORNIA,2011,91768,SAN GABRIEL COGENERATION FACILITY,POINT (-1977735.148877652 1449086.3926642353),no,37368.496533222664
No. 10 El Paso Camp Road,ST. MICHAELS,39.336,APACHE,1002064,N2O,NITROUS OXIDE,35.6159,-109.12496,ARIZONA,2011,86515,EPNG STATION 6796 WINDOW ROCK  AZ,POINT (-1174771.3298398298 1476983.831277166),no,353512.3263937652
404 Private Road 1045,HALLETTSVILLE,2396.475,LAVACA,1002029,CH4,METHANE,29.336389,-96.679882,TEXAS,2011,77964,WILCOX GAS PLANT,POINT (-66054.78633438275 696025.0685207434),no,134688.99230825139
13758 WASHINGTON ROAD,WEST BURLINGTON,21.9,DES,1002610,CO2,CARBON DIOXIDE,40.836987,-91.193123,IOWA,2011,52655,DES MOINES COUNTY REGIONAL SOLID WASTE COMMISSION,POINT (401856.74819842353 1990901.8723152885),no,259444.23636894402
8020 FM 3104,WHEELER,69768.4,WHEELER,1003316,CO2,CARBON DIOXIDE,35.462533,-100.396697,TEXAS,2011,79096,HIDETOWN PLANT,POINT (-395440.68459028867 1387712.2254663545),no,446503.25659174274
501 CAMERON AVE,CHAPEL HILL,264519.9,ORANGE,1000234,CO2,CARBON DIOXIDE,35.9069,-79.0617,NORTH CAROLINA,2011,27599,THE UNIVERSITY OF NC CHAPEL HILL,POINT (1507104.718683923 1562978.8666009216),no,38396.70428513474
7616 HIGHWAY 10 WEST,PINE HILL,21296.868,WILCOX,1002113,N2O,NITROUS OXIDE,31.969744,-87.480695,ALABAMA,2011,36769,INTERNATIONAL PAPER - PINE HILL MILL,POINT (800405.4893999714 1024311.04312664),no,347804.29337321554
2301 N. BRAZOSPORT BLVD. BUILDING B-101,FREEPORT,98875.0,BRAZORIA,1002040,CH4,METHANE,28.993619,-95.397713,TEXAS,2011,77541,DOW TEXAS OPERATIONS FREEPORT,POINT (58756.652433776806 658011.4322547353),no,87811.87533508884
2301 N. BRAZOSPORT BLVD. BUILDING B-101,FREEPORT,5771167.3,BRAZORIA,1002040,CO2,CARBON DIOXIDE,28.993619,-95.397713,TEXAS,2011,77541,DOW TEXAS OPERATIONS FREEPORT,POINT (58756.652433776806 658011.4322547353),no,87811.87533508884
401 NE ADAMS STREET,CAMAS,595210.0,CLARK,1005998,BIOCO2,BIOGENIC CO2,45.582929,-122.407758,WASHINGTON,2011,98607,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,POINT (-2034991.1810038364 2795116.4422307704),no,19589.712622143146
401 NE ADAMS STREET,CAMAS,4895.25,CLARK,1005998,CH4,METHANE,45.582929,-122.407758,WASHINGTON,2011,98607,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,POINT (-2034991.1810038364 2795116.4422307704),no,19589.712622143146
900 STEAM PLANT RD,TUSCUMBIA,24084.956,COLBERT,1007829,N2O,NITROUS OXIDE,34.7439,-87.8486,ALABAMA,2011,35674,COLBERT,POINT (739391.6670219288 1329880.517924268),no,186293.6260999447
3461 HOLLINGSWORTH FERRY ROAD,FRANKLIN,23619.75,HEARD,1001015,CH4,METHANE,33.4124,-85.0345,GEORGIA,2011,30170,WANSLEY (6052),POINT (1010796.8964537028 1207713.5115079433),no,68698.4456970058
LEE STEAM PLANT RD,WILLIAMSTON,3997.074,ANDERSON,1000908,N2O,NITROUS OXIDE,34.6022,-82.435,SOUTH CAROLINA,2011,29697,W S LEE,POINT (1230030.2968066155 1370238.3139829086),no,160459.87258915708
2574 PLANT RD,MEMPHIS,1176.75,SHELBY,1000916,CH4,METHANE,35.0742,-90.1439,TENNESSEE,2011,38109,ALLEN,POINT (529230.9124589261 1351414.206515509),yes,0.0
4695 JEFFERSON AVE W,TRENTON,17560.544,WAYNE,1000679,N2O,NITROUS OXIDE,42.1236,-83.1811,MICHIGAN,2011,48183,TRENTON CHANNEL,POINT (1049508.5256040324 2195628.486112061),no,29760.41199867247
OHIO ROUTE 7,CHESHIRE,50610.75,GALLIA,1001194,CH4,METHANE,38.9347,-82.1158,OHIO,2011,45620,GEN J M GAVIN,POINT (1188122.4632817907 1854537.2165283852),no,139227.00667423382
2100 WOODSDALE RD,TRENTON,67523.0,BUTLER,1001085,CO2,CARBON DIOXIDE,39.4492,-84.4611,OHIO,2011,45100,WOODSDALE,POINT (981530.4976506648 1884917.0253940315),no,34720.654976303624
